env/n_steps,eval/success_rate,eval/mean_reward,time/total_timesteps,env/current_idx,env/completion_counter,eval/mean_ep_length,time/iterations,rollout/ep_rew_mean,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,time/fps,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/clip_range,train/clip_fraction,train/loss,train/entropy_loss,train/n_updates,train/value_loss
,,,5280,,,,176,-0.24584488999999998,0.75,1.63,20089,0,,,,,,,,,,
5310,0.86,-0.09260125004686415,5310,3191,0,1.36,,,,,,,0.0001,-0.0006971238950094438,-0.06628680229187012,9.971857e-05,0.2,0.0,0.11856310069561005,-0.18170725107192992,1760,0.26261942088603973
,,,5310,,,,177,-0.26104314,0.75,1.64,20210,0,,,,,,,,,,
5340,0.92,-0.05018106401897967,5340,3206,0,1.24,,,,,,,0.0001,-0.0008781494163364378,0.1819772720336914,0.00012170275,0.2,0.0,0.08952032029628754,-0.18849820643663406,1770,0.19690079987049103
,,,5340,,,,178,-0.26382265000000005,0.72,1.71,20323,0,,,,,,,,,,
5370,0.94,-0.04804708565585315,5370,3227,0,1.14,,,,,,,0.0001,-6.064772628100457e-07,0.22350561618804932,9.536743e-07,0.2,0.0,0.07053596526384354,-0.18090579211711882,1780,0.16198680698871612
,,,5370,,,,179,-0.23578048,0.73,1.67,20434,0,,,,,,,,,,
5400,0.9,-0.08928459835238754,5400,3249,0,1.22,,,,,,,0.0001,-0.00027139432964151666,0.12468928098678589,3.6090612e-05,0.2,0.0,0.06550997495651245,-0.1780810609459877,1790,0.15192417800426483
,,,5400,,,,180,-0.21051502000000002,0.75,1.62,20543,0,,,,,,,,,,
5430,0.92,-0.08991850001737475,5430,3264,0,1.2,,,,,,,0.0001,-4.812081681571101e-07,0.25618743896484375,5.3246816e-07,0.2,0.0,0.06091772019863129,-0.1834753319621086,1800,0.14442981407046318
,,,5430,,,,181,-0.20878640000000004,0.73,1.68,20646,0,,,,,,,,,,
5460,0.88,-0.09247216315474362,5460,3283,0,1.26,,,,,,,0.0001,-3.455519711650368e-05,0.05921059846878052,3.5524367e-06,0.2,0.0,0.07559611648321152,-0.18675993233919144,1810,0.17270374298095703
,,,5460,,,,182,-0.21433750000000004,0.73,1.65,20764,0,,,,,,,,,,
5490,0.88,-0.10934677046723663,5490,3302,0,1.26,,,,,,,0.0001,-0.0004223614482423699,0.3471461534500122,2.6333331e-05,0.2,0.0,0.0887322872877121,-0.1896306172013283,1820,0.19476884305477143
,,,5490,,,,183,-0.19764356,0.77,1.57,20874,0,,,,,,,,,,
5520,0.9,-0.06878965389449149,5520,3320,0,1.2,,,,,,,0.0001,-0.0005570006402559003,0.48231977224349976,8.942684e-05,0.2,0.0,0.0550481341779232,-0.1958871826529503,1830,0.1249786376953125
,,,5520,,,,184,-0.20834229999999998,0.78,1.57,20988,0,,,,,,,,,,
5550,0.82,-0.13299602843821048,5550,3339,0,1.38,,,,,,,0.0001,-0.0012547316508910722,0.25143682956695557,0.00011968017,0.2,0.0,0.08625888079404831,-0.20097667425870896,1840,0.19919703304767608
,,,5550,,,,185,-0.25263135,0.74,1.64,21104,0,,,,,,,,,,
5580,0.94,-0.05125508391764015,5580,3356,0,1.14,,,,,,,0.0001,-4.045168535249388e-07,0.2805326581001282,1.3113022e-06,0.2,0.0,0.08088411390781403,-0.19277974367141723,1850,0.17965830415487288
,,,5580,,,,186,-0.25184489000000004,0.75,1.65,21205,0,,,,,,,,,,
5610,0.9,-0.07292616479098797,5610,3376,0,1.2,,,,,,,0.0001,9.834766689920116e-09,0.1615942120552063,1.1920929e-07,0.2,0.0,0.096653051674366,-0.18806999921798706,1860,0.22710845917463302
,,,5610,,,,187,-0.24330048,0.77,1.61,21320,0,,,,,,,,,,
5640,0.88,-0.1093542527128011,5640,3393,0,1.26,,,,,,,0.0001,-5.709210943365406e-05,0.4503995180130005,1.8580755e-05,0.2,0.0,0.04690253362059593,-0.1858835905790329,1870,0.11360493302345276
,,,5640,,,,188,-0.24434086,0.75,1.67,21433,0,,,,,,,,,,
5670,0.9,-0.06987100573722273,5670,3414,0,1.22,,,,,,,0.0001,-0.0008549045063166894,0.21845805644989014,8.115768e-05,0.2,0.0,0.07507304847240448,-0.18220990151166916,1880,0.1702163413167
,,,5670,,,,189,-0.21918991999999998,0.78,1.59,21546,0,,,,,,,,,,
5700,0.94,-0.007830549241043627,5700,3430,0,1.12,,,,,,,0.0001,6.571302835549631e-05,0.30876922607421875,6.417433e-07,0.2,0.0,0.06344662606716156,-0.1779248058795929,1890,0.1390896335244179
,,,5700,,,,190,-0.26912502,0.73,1.67,21655,0,,,,,,,,,,
5730,0.88,-0.12986170676536857,5730,3447,0,1.3,,,,,,,0.0001,-0.00014018515599083513,0.21437424421310425,1.4422337e-05,0.2,0.0,0.09014435857534409,-0.1777676984667778,1900,0.21000053286552428
,,,5730,,,,191,-0.27037568000000006,0.73,1.66,21771,0,,,,,,,,,,
5760,0.96,-0.027834781887941064,5760,3464,0,1.12,,,,,,,0.0001,-0.00014707068536763402,0.1628572940826416,8.459886e-06,0.2,0.0,0.1021248996257782,-0.17568839192390442,1910,0.22947193831205367
,,,5760,,,,192,-0.27261496,0.72,1.69,21879,0,,,,,,,,,,
5790,0.92,-0.04899311660323292,5790,3479,0,1.2,,,,,,,0.0001,-0.0010778251338646073,-0.1646634340286255,5.5527686e-05,0.2,0.0,0.1087869331240654,-0.17521702796220778,1920,0.26487566381692884
,,,5790,,,,193,-0.31937467,0.69,1.73,22001,0,,,,,,,,,,
5820,0.94,-0.0684219757746905,5820,3497,0,1.18,,,,,,,0.0001,0.0012925168957249155,0.11544817686080933,4.3549142e-05,0.2,0.0,0.1369253396987915,-0.1686483219265938,1930,0.2825115412473679
,,,5820,,,,194,-0.34310679,0.67,1.75,22111,0,,,,,,,,,,
5850,0.98,-0.0275469494657591,5850,3514,0,1.1,,,,,,,0.0001,-0.0029224506188377576,0.3124149441719055,0.00025233428,0.2,0.0,0.07111620157957077,-0.16402555257081985,1940,0.17157302051782608
,,,5850,,,,195,-0.35208321999999986,0.64,1.82,22219,0,,,,,,,,,,
5880,0.92,-0.06860256100539118,5880,3534,0,1.2,,,,,,,0.0001,-0.0032458005655403356,0.040382564067840576,0.00075436634,0.2,0.0,0.09274362027645111,-0.1486569881439209,1950,0.21311063468456268
,,,5880,,,,196,-0.27228462,0.7,1.72,22331,0,,,,,,,,,,
5910,0.92,-0.0933904341654852,5910,3552,0,1.28,,,,,,,0.0001,-0.0007078902029510559,0.6783348917961121,0.00016352335,0.2,0.0,0.028881382197141647,-0.1341896578669548,1960,0.07693427354097367
,,,5910,,,,197,-0.26463606,0.71,1.69,22465,0,,,,,,,,,,
5940,0.9,-0.11252690880093724,5940,3570,0,1.28,,,,,,,0.0001,-0.00012592564287841057,0.30316299200057983,6.635984e-06,0.2,0.0,0.09273942559957504,-0.1267216235399246,1970,0.20056737661361695
,,,5940,,,,198,-0.23407158,0.73,1.63,22579,0,,,,,,,,,,
5970,0.84,-0.1303569575678557,5970,3589,0,1.36,,,,,,,0.0001,-4.738569323592401e-08,0.15825730562210083,0.0,0.2,0.0,0.07448268681764603,-0.12591476887464523,1980,0.17372037768363952
,,,5970,,,,199,-0.23325476,0.72,1.65,22693,0,,,,,,,,,,
6000,0.92,-0.048750790040940045,6000,3609,0,1.18,,,,,,,0.0001,-5.592902541096123e-08,0.21906715631484985,0.0,0.2,0.0,0.07373686879873276,-0.12612106204032897,1990,0.16173287928104402
,,,6000,,,,200,-0.23272716000000002,0.74,1.6,22805,0,,,,,,,,,,
6030,0.86,-0.07111579095479101,6030,3628,0,1.32,,,,,,,0.0001,-9.338061119912311e-08,0.08916515111923218,0.0,0.2,0.0,0.10584483295679092,-0.12624541968107222,2000,0.22795368283987044
,,,6030,,,,201,-0.23759338999999996,0.74,1.58,22923,0,,,,,,,,,,
6060,0.94,-0.06995263238437474,6060,3648,0,1.18,,,,,,,0.0001,-0.002323922281405899,0.023361682891845703,0.00024701556,0.2,0.0,0.0950595960021019,-0.12393084987998008,2010,0.22682113349437713
,,,6060,,,,202,-0.23022047000000004,0.74,1.58,23032,0,,,,,,,,,,
6090,0.92,-0.08972288871649653,6090,3668,0,1.22,,,,,,,0.0001,-0.0008404236125594267,0.04406559467315674,0.0001430432,0.2,0.0,0.08619474619626999,-0.11830881461501122,2020,0.19589780420064926
,,,6090,,,,203,-0.1986385,0.78,1.53,23147,0,,,,,,,,,,
6120,0.86,-0.09200011150911451,6120,3686,0,1.28,,,,,,,0.0001,1.5874703738205653e-07,0.125268816947937,2.9802322e-07,0.2,0.0,0.06225122883915901,-0.12258202433586121,2030,0.13211073651909827
,,,6120,,,,204,-0.22179389999999993,0.77,1.55,23259,0,,,,,,,,,,
6150,0.9,-0.0903369384072721,6150,3705,0,1.22,,,,,,,0.0001,-1.7931063922560497e-07,0.00026488304138183594,5.9604645e-08,0.2,0.0,0.14151199162006378,-0.12580960020422935,2040,0.31792806684970853
,,,6150,,,,205,-0.20865346,0.79,1.54,23371,0,,,,,,,,,,
6180,0.92,-0.08962302105035633,6180,3724,0,1.24,,,,,,,0.0001,-3.9736418600000433e-10,0.3555383086204529,0.0,0.2,0.0,0.06409435719251633,-0.12680107802152635,2050,0.1410683125257492
,,,6180,,,,206,-0.22277183,0.77,1.6,23493,0,,,,,,,,,,
6210,0.96,-0.028020519861020148,6210,3745,0,1.14,,,,,,,0.0001,-1.4642874606174417e-07,0.31215107440948486,0.0,0.2,0.0,0.060944076627492905,-0.12779127359390258,2060,0.14305249601602554
,,,6210,,,,207,-0.22701508000000004,0.79,1.55,23611,0,,,,,,,,,,
6240,0.9,-0.11044697168748825,6240,3760,0,1.22,,,,,,,0.0001,-8.324781934909708e-08,0.4675639271736145,0.0,0.2,0.0,0.056830037385225296,-0.1274004116654396,2070,0.13490506187081336
,,,6240,,,,208,-0.28611395,0.75,1.62,23824,0,,,,,,,,,,
6270,0.9,-0.10998784789815545,6270,3775,0,1.2,,,,,,,0.0001,-3.9537748453000174e-08,0.23833084106445312,0.0,0.2,0.0,0.07685501873493195,-0.1274230569601059,2080,0.1808221384882927
,,,6270,,,,209,-0.34173403,0.7,1.7,23929,0,,,,,,,,,,
6300,0.98,-0.028202814287506043,6300,3793,0,1.18,,,,,,,0.0001,-3.452102417256242e-08,0.2610431909561157,0.0,0.2,0.0,0.06994292140007019,-0.12746654748916625,2090,0.15294375121593476
,,,6300,,,,210,-0.32104864,0.7,1.71,24029,0,,,,,,,,,,
6330,0.84,-0.11158973580226302,6330,3814,0,1.38,,,,,,,0.0001,3.6458175589615394e-08,0.4010195732116699,0.0,0.2,0.0,0.07823093235492706,-0.12745414078235626,2100,0.19924174696207048
,,,6330,,,,211,-0.3227150200000001,0.7,1.68,24162,0,,,,,,,,,,
6360,0.94,-0.028404529858380555,6360,3832,0,1.16,,,,,,,0.0001,-4.619359961210989e-08,0.3542620539665222,0.0,0.2,0.0,0.0563063807785511,-0.12753050178289413,2110,0.13085956871509552
,,,6360,,,,212,-0.30490058999999997,0.72,1.68,24272,0,,,,,,,,,,
6390,0.84,-0.13122483500279486,6390,3852,0,1.36,,,,,,,0.0001,-1.4722347021489668e-07,-0.21756446361541748,0.0,0.2,0.0,0.1037200540304184,-0.12748993188142776,2120,0.23907668888568878
,,,6390,,,,213,-0.28055999,0.73,1.68,24386,0,,,,,,,,,,
6420,0.92,-0.08949967007618398,6420,3871,0,1.22,,,,,,,0.0001,-0.0021826036670245406,0.1904592514038086,0.00026123127,0.2,0.0,0.06725402921438217,-0.12978628128767014,2130,0.16300738006830215
,,,6420,,,,214,-0.21079761000000002,0.79,1.58,24498,0,,,,,,,,,,
6450,0.86,-0.11116641814820469,6450,3887,0,1.38,,,,,,,0.0001,1.6977389467598413e-07,0.36243128776550293,8.3843867e-07,0.2,0.0,0.06601467728614807,-0.13881125301122665,2140,0.1486637622117996
,,,6450,,,,215,-0.20070982999999998,0.78,1.62,24617,0,,,,,,,,,,
6480,0.94,-0.0676062924368307,6480,3901,0,1.16,,,,,,,0.0001,7.366488425741835e-06,-0.0008562803268432617,5.761782e-08,0.2,0.0,0.08351200819015503,-0.14357181042432784,2150,0.18814391046762466
,,,6480,,,,216,-0.23148986000000002,0.77,1.67,24717,0,,,,,,,,,,
6510,0.9,-0.09037447434850038,6510,3918,0,1.3,,,,,,,0.0001,-6.824731797472339e-08,-0.009706854820251465,0.0,0.2,0.0,0.11027853190898895,-0.14467855393886567,2160,0.24326232969760894
,,,6510,,,,217,-0.26125485000000004,0.74,1.72,24825,0,,,,,,,,,,
6540,0.98,-0.008558876453898847,6540,3937,0,1.14,,,,,,,0.0001,-0.0020535373691625836,0.10766804218292236,0.00016041596,0.2,0.0,0.09272908419370651,-0.14316451996564866,2170,0.20802678912878036
,,,6540,,,,218,-0.26354877,0.75,1.7,24925,0,,,,,,,,,,
6570,0.98,-0.02703832437284291,6570,3957,0,1.08,,,,,,,0.0001,-0.003280128716335984,0.08248984813690186,0.0008283655,0.2,0.0,0.09273605048656464,-0.13511988669633865,2180,0.21255951821804048
,,,6570,,,,219,-0.27525016999999996,0.74,1.73,25026,0,,,,,,,,,,
6600,0.92,-0.06978565139696002,6600,3978,0,1.24,,,,,,,0.0001,-5.084276143207944e-07,0.007010042667388916,9.536743e-07,0.2,0.0,0.09058012068271637,-0.12367947921156883,2190,0.2085057571530342
,,,6600,,,,220,-0.2651919,0.76,1.66,25144,0,,,,,,,,,,
6630,0.78,-0.19288936048280447,6630,3998,0,1.5,,,,,,,0.0001,-1.335144053093984e-07,0.20507103204727173,1.1920929e-07,0.2,0.0,0.08719547092914581,-0.11843692287802696,2200,0.19860961884260178
,,,6630,,,,221,-0.24495159,0.78,1.59,25266,0,,,,,,,,,,
6660,0.84,-0.13325255907140673,6660,4016,0,1.38,,,,,,,0.0001,-5.503495632552813e-08,0.41974103450775146,0.0,0.2,0.0,0.06032741069793701,-0.11664478108286858,2210,0.13133961856365203
,,,6660,,,,222,-0.22038341,0.8,1.52,25376,0,,,,,,,,,,
6690,0.94,-0.047372257108800116,6690,4030,0,1.14,,,,,,,0.0001,-0.0038595682962721868,0.44574904441833496,0.00028409957,0.2,0.0,0.05294492095708847,-0.11398226022720337,2220,0.13310691192746163
,,,6690,,,,223,-0.25021790000000005,0.75,1.59,25481,0,,,,,,,,,,
6720,0.96,-0.04809778994880617,6720,4046,0,1.14,,,,,,,0.0001,-4.3642719180425614e-05,0.039596378803253174,3.8683414e-05,0.2,0.0,0.11459220945835114,-0.10649867802858352,2230,0.2528244689106941
,,,6720,,,,224,-0.29653572,0.7,1.67,25580,0,,,,,,,,,,
6750,0.86,-0.11017246781848371,6750,4067,0,1.3,,,,,,,0.0001,-0.0009787020006236879,0.08810549974441528,0.00022849838,0.2,0.0,0.10535993427038193,-0.10151034742593765,2240,0.23803862780332566
,,,6750,,,,225,-0.28456695000000004,0.7,1.64,25700,0,,,,,,,,,,
6780,0.92,-0.07139363519381732,6780,4092,0,1.24,,,,,,,0.0001,-1.364946368376252e-07,0.27803486585617065,1.1920929e-07,0.2,0.0,0.07472601532936096,-0.09617107808589935,2250,0.1771919921040535
,,,6780,,,,226,-0.2510971900000001,0.74,1.58,25810,0,,,,,,,,,,
6810,0.94,-0.0674104442121461,6810,4108,0,1.14,,,,,,,0.0001,1.9570191756024257e-08,-0.05199122428894043,0.0,0.2,0.0,0.04451898857951164,-0.09381576254963875,2260,0.12448183596134185
,,,6810,,,,227,-0.26265037999999996,0.71,1.65,25917,0,,,,,,,,,,
6840,0.9,-0.08966393910348415,6840,4126,0,1.22,,,,,,,0.0001,2.523263322729008e-08,-0.26362478733062744,0.0,0.2,0.0,0.15570791065692902,-0.09299335479736329,2270,0.31991309225559234
,,,6840,,,,228,-0.22479065,0.75,1.58,26035,0,,,,,,,,,,
6870,0.94,-0.029819083539769052,6870,4146,0,1.18,,,,,,,0.0001,3.6060809893712076e-08,0.12063121795654297,0.0,0.2,0.0,0.07493214309215546,-0.09265968650579452,2280,0.17288555651903154
,,,6870,,,,229,-0.18077831,0.8,1.5,26139,0,,,,,,,,,,
6900,0.92,-0.0299390200804919,6900,4166,0,1.24,,,,,,,0.0001,-8.145967766992612e-09,0.12253755331039429,0.0,0.2,0.0,0.09168132394552231,-0.09260315001010895,2290,0.19853050112724305
,,,6900,,,,230,-0.19114949,0.8,1.52,26252,0,,,,,,,,,,
6930,0.9,-0.07011117703281343,6930,4188,0,1.26,,,,,,,0.0001,-2.344449390179193e-08,0.34958022832870483,0.0,0.2,0.0,0.06938581168651581,-0.09261331781744957,2300,0.1535906419157982
,,,6930,,,,231,-0.20384314,0.78,1.54,26366,0,,,,,,,,,,
6960,0.9,-0.11252475135959684,6960,4206,0,1.24,,,,,,,0.0001,4.6094259609219536e-08,0.26138514280319214,0.0,0.2,0.0,0.05952305346727371,-0.0925479881465435,2310,0.14612747654318808
,,,6960,,,,232,-0.22740827999999996,0.77,1.54,26481,0,,,,,,,,,,
6990,0.9,-0.07326655040495098,6990,4222,0,1.3,,,,,,,0.0001,1.013278945194429e-08,0.24039149284362793,0.0,0.2,0.0,0.11495989561080933,-0.09251523315906525,2320,0.24151961356401444
,,,6990,,,,233,-0.26100641,0.75,1.57,26589,0,,,,,,,,,,
7020,0.94,-0.06767022131476551,7020,4241,0,1.12,,,,,,,0.0001,-0.0011826714912603897,0.3679966926574707,7.88331e-05,0.2,0.0,0.06655079126358032,-0.09149915426969528,2330,0.16806747764348984
,,,7020,,,,234,-0.23329043,0.78,1.54,26689,0,,,,,,,,,,
7050,0.86,-0.13720147811342032,7050,4260,0,1.36,,,,,,,0.0001,-5.24520882727586e-08,0.13780754804611206,1.1920929e-07,0.2,0.0,0.09498672932386398,-0.08734040185809136,2340,0.2010641500353813
,,,7050,,,,235,-0.25757161000000006,0.75,1.62,26795,0,,,,,,,,,,
7080,0.98,-0.007836065297015011,7080,4279,0,1.1,,,,,,,0.0001,-3.9736445245353023e-10,0.025315821170806885,0.0,0.2,0.0,0.10149384289979935,-0.0851001150906086,2350,0.22017331868410112
,,,7080,,,,236,-0.25677778,0.76,1.6,26904,0,,,,,,,,,,
7110,0.92,-0.09015078117605299,7110,4300,0,1.24,,,,,,,0.0001,-6.318092431456534e-08,0.25653553009033203,0.0,0.2,0.0,0.0910915955901146,-0.08432136327028275,2360,0.20317572504281997
,,,7110,,,,237,-0.24312034000000005,0.77,1.58,27010,0,,,,,,,,,,
7140,0.92,-0.0710764485457912,7140,4316,0,1.18,,,,,,,0.0001,-1.4901161837777012e-08,0.33134925365448,0.0,0.2,0.0,0.06642945110797882,-0.08405330255627633,2370,0.14512945264577864
,,,7140,,,,238,-0.25956566,0.76,1.62,27111,0,,,,,,,,,,
7170,0.96,-0.028645097110420466,7170,4332,0,1.14,,,,,,,0.0001,2.7616818787379315e-08,0.21684372425079346,0.0,0.2,0.0,0.12348952144384384,-0.08395123779773712,2380,0.26694112122058866
,,,7170,,,,239,-0.23504371,0.75,1.63,27213,0,,,,,,,,,,
7200,0.88,-0.06959515594877302,7200,4348,0,1.26,,,,,,,0.0001,-4.172325143159128e-08,0.19184911251068115,0.0,0.2,0.0,0.07974427193403244,-0.08390512689948082,2390,0.17292321473360062
,,,7200,,,,240,-0.26035129,0.72,1.66,27327,0,,,,,,,,,,
7230,0.9,-0.10953924438916146,7230,4366,0,1.28,,,,,,,0.0001,2.4239222451427623e-08,0.06191307306289673,0.0,0.2,0.0,0.10269761830568314,-0.08387912139296531,2400,0.21972938179969786
,,,7230,,,,241,-0.22846869000000003,0.74,1.65,27438,0,,,,,,,,,,
7260,0.92,-0.09026962614152581,7260,4387,0,1.26,,,,,,,0.0001,-2.3643176261245457e-08,-0.20342540740966797,0.0,0.2,0.0,0.09546774625778198,-0.08390229791402817,2410,0.2073819234967232
,,,7260,,,,242,-0.24835803,0.72,1.67,27562,0,,,,,,,,,,
7290,0.92,-0.0707198280794546,7290,4408,0,1.24,,,,,,,0.0001,-1.6093254817661774e-08,0.22056734561920166,0.0,0.2,0.0,0.09936997294425964,-0.08390928581357002,2420,0.21410246640443803
,,,7290,,,,243,-0.23049261999999998,0.74,1.64,27690,0,,,,,,,,,,
7320,0.94,-0.0486632429715246,7320,4426,0,1.16,,,,,,,0.0001,3.774961010449829e-09,0.16176503896713257,0.0,0.2,0.0,0.05993954837322235,-0.0839045986533165,2430,0.1278664119541645
,,,7320,,,,244,-0.18930603999999998,0.78,1.58,27804,0,,,,,,,,,,
7350,0.84,-0.13254996203817426,7350,4446,0,1.34,,,,,,,0.0001,-0.0025714136976359827,0.0877608060836792,0.00032033323,0.2,0.0,0.05361294746398926,-0.08253042995929719,2440,0.13462639302015306
,,,7350,,,,245,-0.17660578999999996,0.81,1.54,27916,0,,,,,,,,,,
7380,0.88,-0.11084128842689096,7380,4461,0,1.26,,,,,,,0.0001,-6.556510974142782e-08,0.1523858904838562,2.3841858e-07,0.2,0.0,0.08224720507860184,-0.07730871066451073,2450,0.17721008956432344
,,,7380,,,,246,-0.19859100999999998,0.78,1.61,28028,0,,,,,,,,,,
7410,0.94,-0.06824711219873279,7410,4480,0,1.18,,,,,,,0.0001,-4.927317407421583e-08,-0.11944794654846191,0.0,0.2,0.0,0.13412128388881683,-0.0746127039194107,2460,0.29352332651615143
,,,7410,,,,247,-0.20458311999999995,0.78,1.6,28132,0,,,,,,,,,,
7440,0.86,-0.13060605575796216,7440,4501,0,1.3,,,,,,,0.0001,-8.409221896599206e-08,0.1314765214920044,0.0,0.2,0.0,0.08854297548532486,-0.07370947301387787,2470,0.1886180579662323
,,,7440,,,,248,-0.20377220999999998,0.78,1.63,28288,0,,,,,,,,,,
7470,0.88,-0.09406137091573327,7470,4519,0,1.32,,,,,,,0.0001,2.284845290745352e-09,0.29762786626815796,0.0,0.2,0.0,0.07001122087240219,-0.07343943864107132,2480,0.15814518332481384
,,,7470,,,,249,-0.20296345,0.79,1.61,28398,0,,,,,,,,,,
7500,0.96,-0.02747803040780127,7500,4544,0,1.1,,,,,,,0.0001,-5.1252443733229566e-05,0.11674696207046509,8.024772e-06,0.2,0.0,0.06123921275138855,-0.0730476826429367,2490,0.13494509384036063
,,,7500,,,,250,-0.18013389,0.81,1.53,28501,0,,,,,,,,,,
7530,0.92,-0.0675090079009533,7530,4568,0,1.16,,,,,,,0.0001,4.251797975918237e-08,-0.05774104595184326,0.0,0.2,0.0,0.07287077605724335,-0.07203639149665833,2500,0.16955103129148483
,,,7530,,,,251,-0.12727162,0.87,1.39,28604,0,,,,,,,,,,
7560,0.84,-0.13189292416907847,7560,4592,0,1.36,,,,,,,0.0001,-0.0002094761544685575,0.5432276725769043,3.4777324e-05,0.2,0.0,0.03517042472958565,-0.07212964668869973,2510,0.07396199330687522
,,,7560,,,,252,-0.08580658,0.91,1.3,28715,0,,,,,,,,,,
7590,0.88,-0.12957734904251994,7590,4611,0,1.26,,,,,,,0.0001,2.861022934119717e-08,0.1357954740524292,5.9604645e-08,0.2,0.0,0.0365072526037693,-0.074082413315773,2520,0.08531903252005577
,,,7590,,,,253,-0.12235717999999998,0.88,1.34,28817,0,,,,,,,,,,
7620,0.9,-0.08909420017153025,7620,4628,0,1.22,,,,,,,0.0001,1.5298526090390398e-08,0.16681748628616333,0.0,0.2,0.0,0.11626172810792923,-0.07515716180205345,2530,0.24830445200204848
,,,7620,,,,254,-0.16535166999999998,0.85,1.4,28927,0,,,,,,,,,,
7650,0.84,-0.11122840018477291,7650,4642,0,1.32,,,,,,,0.0001,-2.0762284602682258e-08,0.35735976696014404,0.0,0.2,0.0,0.07814759761095047,-0.07556687220931053,2540,0.1885257452726364
,,,7650,,,,255,-0.20002423,0.79,1.52,29040,0,,,,,,,,,,
7680,0.92,-0.08849212469533085,7680,4661,0,1.18,,,,,,,0.0001,-1.490116179336809e-08,0.0947379469871521,0.0,0.2,0.0,0.10001058876514435,-0.07565719783306121,2550,0.20927337259054185
,,,7680,,,,256,-0.22338739,0.76,1.62,29141,0,,,,,,,,,,
7710,0.86,-0.11191514270380139,7710,4679,0,1.32,,,,,,,0.0001,-0.0006727523669784574,-0.04892849922180176,8.3818035e-05,0.2,0.0,0.083712637424469,-0.0765281118452549,2560,0.18674404174089432
,,,7710,,,,257,-0.24263664000000001,0.74,1.65,29250,0,,,,,,,,,,
7740,0.92,-0.09092956927139312,7740,4696,0,1.2,,,,,,,0.0001,7.043282259644457e-08,0.3852110505104065,1.1920929e-07,0.2,0.0,0.0648312047123909,-0.08034704998135567,2570,0.13958531767129898
,,,7740,,,,258,-0.30863435,0.68,1.74,29359,0,,,,,,,,,,
7770,0.86,-0.11062008927576245,7770,4714,0,1.32,,,,,,,0.0001,-0.001953902688692466,0.31198209524154663,0.00013397535,0.2,0.0,0.08355245739221573,-0.08326608687639236,2580,0.21443619728088378
,,,7770,,,,259,-0.29625681,0.7,1.73,29467,0,,,,,,,,,,
7800,0.9,-0.08934668364003301,7800,4732,0,1.24,,,,,,,0.0001,-0.0007204002167661372,0.05888020992279053,0.00021198392,0.2,0.0,0.09471720457077026,-0.08827826827764511,2590,0.20745809972286225
,,,7800,,,,260,-0.29096545,0.7,1.73,29576,0,,,,,,,,,,
7830,0.94,-0.0718815998826176,7830,4752,0,1.2,,,,,,,0.0001,-0.004181123616872373,0.4425097703933716,0.0011542639,0.2,0.0,0.056752126663923264,-0.09589364752173424,2600,0.14162153899669647
,,,7830,,,,261,-0.2645084,0.74,1.65,29688,0,,,,,,,,,,
7860,0.84,-0.1352600788604468,7860,4769,0,1.38,,,,,,,0.0001,-0.004670517800841445,0.2663687467575073,0.0010972698,0.2,0.010000000521540642,0.05069701746106148,-0.11018539741635322,2610,0.13215718120336534
,,,7860,,,,262,-0.26573362,0.74,1.67,29806,0,,,,,,,,,,
7890,0.9,-0.11243402311112732,7890,4787,0,1.22,,,,,,,0.0001,-0.0015730289596831426,0.30962032079696655,0.00027031105,0.2,0.0,0.07048863172531128,-0.12355590835213662,2620,0.1631154790520668
,,,7890,,,,263,-0.25604606,0.75,1.65,29921,0,,,,,,,,,,
7920,0.88,-0.13001135546714068,7920,4804,0,1.28,,,,,,,0.0001,-1.3003746746065303e-07,0.4119635820388794,6.556511e-07,0.2,0.0,0.06299446523189545,-0.13294453769922257,2630,0.13569663912057878
,,,7920,,,,264,-0.21714304000000006,0.74,1.67,30037,0,,,,,,,,,,
7950,0.84,-0.11290556282736361,7950,4825,0,1.36,,,,,,,0.0001,-1.0828177217092616e-07,-0.18238723278045654,6.556511e-08,0.2,0.0,0.0816422775387764,-0.13728196918964386,2640,0.19749926030635834
,,,7950,,,,265,-0.17188237999999997,0.77,1.61,30146,0,,,,,,,,,,
7980,0.94,-0.029401074997149407,7980,4839,0,1.22,,,,,,,0.0001,1.3510386520643181e-08,0.2656766176223755,0.0,0.2,0.0,0.05570536479353905,-0.13886932283639908,2650,0.11969548836350441
,,,7980,,,,266,-0.21447471,0.74,1.66,30252,0,,,,,,,,,,
8010,0.86,-0.1504420574847609,8010,4864,0,1.36,,,,,,,0.0001,-0.0005662574474748716,-0.03364241123199463,3.593365e-05,0.2,0.0,0.144072487950325,-0.1388353928923607,2660,0.3217445224523544
,,,8010,,,,267,-0.20255025,0.76,1.58,30360,0,,,,,,,,,,
8040,0.9,-0.10999821501784027,8040,4883,0,1.2,,,,,,,0.0001,-0.005293876410772391,0.22235828638076782,0.0004238387,0.2,0.0,0.05598011240363121,-0.13327396512031556,2670,0.14593739360570906
,,,8040,,,,268,-0.182256,0.77,1.56,30463,0,,,,,,,,,,
